ChemicalID,DiseaseID,label
C000600499,MESH:D005130,0
C571759,MESH:D016463,0
C106195,MESH:D009336,1
D019483,MESH:D012909,0
D000077560,MESH:D015658,1
D057911,MESH:D013375,1
C063964,MESH:D046748,0
C058295,MESH:D014391,0
C089548,MESH:D009362,1
D001398,MESH:D008548,0
C113861,MESH:D005499,0
C552681,MESH:D008708,0
C010770,MESH:D014402,0
C504746,MESH:D007057,0
D002981,MESH:D014126,1
C570842,MESH:D007411,0
D011794,MESH:D048629,1
D005485,MESH:D009422,1
C552171,MESH:D058226,1
C494034,MESH:D012035,0
D003907,MESH:D008586,1
C068623,MESH:D012127,0
C479163,MESH:D003218,0
C024070,MESH:D002869,1
C587358,MESH:D012585,0
D019821,MESH:D006965,1
D005913,MESH:D003920,1
D013205,MESH:D001260,0
D014117,MESH:D007889,0
C045459,MESH:D045464,0
D010936,MESH:D013274,1
D005912,MESH:D010026,0
D004491,MESH:D016301,0
D011759,MESH:D007638,0
D000077185,MESH:D008545,1
C013613,MESH:D013651,0
D000924,MESH:D006937,1
D005947,MESH:D014652,1
C040048,MESH:D050197,1
D002707,MESH:D012878,0
D010096,MESH:D006984,1
D000777,MESH:D018376,0
D000077268,MESH:D005831,0
D020748,MESH:D007511,1
C439584,MESH:D017029,0
D000068677,MESH:D020018,1
C452039,MESH:D015212,1
C000721091,MESH:D007683,0
C540157,MESH:D012872,0
C039822,MESH:D001987,0
C517546,MESH:D001117,1
D005934,MESH:D005355,1
C041269,MESH:D002389,1
D006877,MESH:D000090862,0
D000928,MESH:D014076,0
C079769,MESH:D058225,0
C006054,MESH:D011507,0
D013806,MESH:D007022,1
D012110,MESH:D006980,1
D000069479,MESH:D009021,1
C027385,MESH:D004715,1
D011189,MESH:D015210,0
C118258,MESH:D007938,1
D014993,MESH:D006506,0
D011794,MESH:D015427,1
C000722997,MESH:D023921,0
C582844,MESH:D018227,0
D000077288,MESH:D006949,1
D000109,MESH:D001862,0
C574914,MESH:D017454,0
C027744,MESH:D007674,1
C002356,MESH:D003967,1
C052714,MESH:D014846,0
C069295,MESH:D000707,0
C452139,MESH:D003424,1
C001369,MESH:D012851,0
C442478,MESH:D009232,0
D008148,MESH:D009362,1
D001152,MESH:D005585,0
D003891,MESH:D004409,1
C469937,MESH:D011471,1
D001624,MESH:D011537,1
C104525,MESH:D007662,0
C012365,MESH:D002280,0
D006862,MESH:D006973,1
D015119,MESH:D008595,1
C561056,MESH:D016769,0
C501946,MESH:C537359,0
D011189,MESH:D012640,1
D000873,MESH:D001724,0
C024763,MESH:D011218,0
C006649,MESH:D012640,1
C090034,MESH:D056735,0
D005677,MESH:D002578,0
D003907,MESH:D006943,1
C509618,MESH:D004829,0
C087566,MESH:D016301,0
C024070,MESH:D007674,1
D016291,MESH:D020196,1
C084832,MESH:D020325,0
D007520,MESH:D054429,0
C003466,MESH:D008103,1
D019821,MESH:D007794,0
C574914,MESH:D017380,1
D009583,MESH:D018792,0
C044946,MESH:D020257,1
C007193,MESH:D015868,0
C045971,MESH:D051271,0
D014580,MESH:D007333,1
C000604281,MESH:C535500,0
D014196,MESH:D007172,1
D000068579,MESH:D014594,1
C477042,MESH:D009182,0
D019287,MESH:D000086382,1
C073193,MESH:C537152,0
C081643,MESH:D008325,0
C502528,MESH:D018917,0
C076944,MESH:D015431,1
C502260,MESH:D009410,1
C006034,MESH:D020432,0
C046996,MESH:D011507,1
D002084,MESH:D015490,0
C560865,MESH:D015663,1
D013883,MESH:D000086382,0
C510786,MESH:C535393,0
D003561,MESH:D015473,1
D010293,MESH:D010554,1
D003561,MESH:D007945,1
C412603,MESH:D004407,0
D019808,MESH:D051437,1
D000077154,MESH:D009203,1
C080220,MESH:D007333,1
C025160,MESH:D008545,1
C013200,OMIM:616739,0
D011794,MESH:D007627,1
D013726,MESH:D014581,1
D015784,MESH:D013375,1
D008610,MESH:D005393,1
D009530,MESH:D009207,1
C011030,MESH:D018273,0
C543534,MESH:D007592,0
D002438,MESH:D002817,0
D008550,MESH:D054220,1
C531023,MESH:D003872,1
D011794,MESH:D006461,1
D016593,MESH:D012852,1
D002697,MESH:D001259,1
D015366,MESH:D016905,1
D000628,MESH:D015431,1
C000618691,MESH:D015043,0
C524106,MESH:D015428,1
D000628,MESH:D007022,1
D005978,MESH:D009422,1
D009525,MESH:D002340,1
D009544,MESH:D016638,0
D000077596,MESH:D008325,1
C058272,MESH:D016697,0
C039323,MESH:D008228,1
C043215,MESH:D002590,0
D010894,MESH:D014606,1
C013615,MESH:D008113,1
D008043,MESH:D010034,0
C424423,MESH:D016883,0
D010096,MESH:D000787,1
C004519,MESH:D009442,0
C493512,MESH:D003925,0
C508238,MESH:D001925,0
D017963,MESH:D014437,1
D005680,MESH:D004827,1
D000431,MESH:D014890,0
D013806,MESH:D029424,1
D002220,MESH:D013226,1
C516022,MESH:D014376,1
C068206,MESH:D018310,0
C071485,MESH:D005764,0
C013150,MESH:C536694,0
D003973,MESH:D001988,0
D011429,MESH:D006943,1
C103712,MESH:D009078,0
D014282,MESH:D011041,1
C063463,MESH:D012221,0
C000605449,MESH:D028361,0
D008294,MESH:D008232,0
D000078304,MESH:D008100,1
D008942,MESH:D007938,1
D017319,MESH:D015431,1
C526145,MESH:D002659,0
C545733,MESH:D009362,1
C400087,MESH:D005199,0
D004229,MESH:D064419,0
D000077288,MESH:D005921,1
D018492,MESH:D004409,1
D008751,MESH:D001927,1
D002997,MESH:D004775,1
D000970,MESH:D015473,1
D008713,MESH:D014735,0
C031477,MESH:D007333,1
D012312,MESH:D007752,1
D008712,MESH:D011015,1
D015016,MESH:D006943,1
D003847,MESH:D011471,1
D002697,MESH:D009357,1
C479579,MESH:D001010,0
C480354,MESH:D019142,1
D001688,MESH:D017449,1
C087566,MESH:D057066,0
C049639,MESH:D009362,1
D011888,MESH:D013031,0
C497935,MESH:D002764,0
D014529,MESH:D007579,0
D019797,MESH:D008545,1
D016559,MESH:D002375,1
C117406,MESH:D012607,0
D009538,MESH:D001930,1
D020123,MESH:D008654,1
C082658,MESH:D020922,0
D002719,MESH:D064420,1
D011224,MESH:D000855,1
C025136,MESH:D003128,1
D010096,MESH:D004844,0
C546412,MESH:D018149,1
C000728638,MESH:D000068079,1
C013638,MESH:D006335,1
D000077713,MESH:D047928,1
C015300,MESH:D000755,0
D002136,MESH:D014596,0
D007660,MESH:D009202,1
D013411,MESH:D004660,1
C480354,MESH:D001471,0
C553486,MESH:D006930,1
C031388,MESH:D013927,1
D019469,MESH:D000419,0
C038672,MESH:D000647,1
D020117,MESH:D003480,1
C049347,MESH:D006973,1
D000069474,MESH:D002178,0
C006054,MESH:D003643,0
C002001,MESH:D011469,0
D013792,MESH:D015440,1
C094503,MESH:D007690,0
D008787,MESH:D004487,1
D001599,MESH:D009369,1
D013458,MESH:D020165,0
C515629,MESH:D002375,0
D002355,MESH:D013344,0
C460579,MESH:D005393,0
C100679,MESH:D020828,0
C060464,MESH:D018476,1
C084439,MESH:D011595,0
C029322,MESH:D002869,0
D003973,MESH:D004342,1
C421124,MESH:D020774,0
D008278,MESH:D010149,1
D004317,MESH:D065306,1
C060474,MESH:D018633,0
C094148,MESH:D052439,0
D008795,MESH:D015428,0
D005708,MESH:D013899,0
C121345,MESH:D013322,0
D003372,MESH:D028227,0
D013619,MESH:D008569,1
C040996,MESH:D056006,0
D007556,MESH:D019557,0
C061133,MESH:D001169,1
D001073,MESH:D001281,1
C106674,MESH:C537153,0
D002392,MESH:D001010,0
D009853,MESH:D010438,1
D000068299,MESH:D001250,1
D008236,MESH:C535306,0
D015251,MESH:D001929,0
D003561,MESH:D015479,1
D008775,MESH:D000783,1
D000077152,MESH:D019956,1
D017964,MESH:D003453,1
D000077268,MESH:D010024,1
C101044,MESH:D006201,0
C014568,MESH:D012585,0
C000604852,MESH:D004890,0
C521487,MESH:D015266,0
D005978,MESH:D013272,1
D028321,MESH:D002318,1
C040424,MESH:D015179,1
C570896,MESH:D014355,0
C051273,MESH:D013031,0
D009582,MESH:D002295,1
D017294,MESH:D020250,1
D010869,MESH:D010409,0
C501277,MESH:D004487,1
C062940,MESH:D004697,1
D000077208,MESH:D009207,1
C012655,MESH:D014062,1
C025541,MESH:D008174,0
C561058,MESH:D004428,0
C031942,MESH:D004211,1
D015016,MESH:D006948,1
C022172,MESH:D003866,1
D009569,MESH:D004681,1
D018686,MESH:D008109,0
D061466,MESH:D002288,0
C054649,MESH:D012640,1
C000591895,MESH:D016469,0
D003847,MESH:D004374,0
D011239,MESH:D010996,1
C017677,MESH:D012509,0
D005473,MESH:D000855,1
D001564,MESH:D016491,0
D002509,MESH:D007683,1
C573355,MESH:D008174,0
D015766,MESH:D019586,1
D000077288,MESH:D012878,1
C085911,MESH:D009361,1
D005436,MESH:D013203,1
C104935,MESH:D017029,0
C585534,MESH:D009503,1
C066308,MESH:D008659,0
D000108,MESH:D006930,1
D010646,MESH:D006930,1
D000074263,MESH:D051299,0
C006737,MESH:D016403,0
D007559,MESH:D004605,1
C111221,MESH:D009410,1
D009828,MESH:D006949,1
C110583,MESH:D012871,1
D003000,MESH:D007431,1
D001418,MESH:D011605,0
D000077591,MESH:D006943,1
C487773,MESH:D055371,1
D017706,MESH:D008106,1
D017616,MESH:D001157,0
D000077149,MESH:D011654,1
C046833,MESH:D003329,0
D010431,MESH:D002252,1
D003609,MESH:D010051,1
D008043,MESH:D014985,0
C115121,MESH:D004108,0
D015242,MESH:D004697,1
D017762,MESH:D020246,1
D012970,MESH:D001229,0
D000077265,MESH:D020734,1
D009543,MESH:D003928,1
C419502,MESH:D003248,1
D009643,MESH:D006069,1
C060190,MESH:D008551,0
C404922,MESH:D000647,1
C095631,MESH:D009410,1
C533004,MESH:D010146,1
C005958,MESH:D050798,0
C558013,MESH:D020335,0
C446602,MESH:D046152,0
C079574,MESH:D010255,0
D005039,MESH:D008587,0
D009271,MESH:D010051,1
C076178,MESH:D015431,1
D000636,MESH:D004892,0
C000609591,MESH:D004756,0
C525423,MESH:D006261,0
C428264,MESH:D018227,0
D008775,MESH:D012595,1
D006573,MESH:D005402,0
C057548,MESH:D020325,0
D000077154,MESH:D000137,0
C501277,MESH:D010292,0
C458513,MESH:D014353,1
D001622,MESH:D004487,1
C400142,MESH:D007766,0
C040601,MESH:D014860,0
C415128,MESH:C563984,0
D008550,MESH:D007674,1
C089548,MESH:D018883,0
C009622,MESH:C536421,0
D000077333,MESH:D018487,1
C572014,MESH:D014067,0
D017329,MESH:D011547,0
D014807,MESH:D008103,1
D009241,MESH:D005499,0
C520025,MESH:D012600,0
D011758,MESH:D005235,0
C026209,MESH:D008171,0
C035100,MESH:D013746,0
D004110,MESH:D004646,0
D012431,MESH:D000072660,1
D000069465,MESH:D007383,0
D011241,MESH:D000707,1
D005045,MESH:D012202,0
C511194,MESH:D002471,0
C036600,MESH:D000231,0
D009271,MESH:D005157,0
C102609,MESH:D057045,0
C500223,MESH:D015427,1
D001583,MESH:D007249,1
C118983,MESH:D008569,1
C464603,MESH:D005761,0
D000077725,MESH:D001885,1
D011239,MESH:D009395,1
D015282,MESH:D006474,1
C045816,MESH:D003865,0
D011217,MESH:D001919,1
C421458,MESH:D006984,0
C083295,MESH:D029424,0
D001241,MESH:D003110,1
D009942,MESH:D020852,0
C082661,MESH:D004342,0
D002439,MESH:D014552,1
C525422,MESH:D009336,1
C076852,MESH:D021183,0
D010672,MESH:D006945,1
D003561,MESH:D000257,1
C442478,MESH:D008172,0
C524251,MESH:D004422,0
C446520,MESH:D006528,1
D005047,MESH:D019337,1
C030517,MESH:D009120,0
C479832,MESH:D004802,0
D013565,MESH:D006525,0
C020976,MESH:D004802,1
D014859,MESH:D009101,1
C041525,MESH:D007037,0
C062735,MESH:D020244,1
D011433,MESH:D006111,1
C546986,MESH:D019305,0
D002439,MESH:D013530,1
D004315,MESH:C538178,0
D013976,MESH:D005879,1
D001418,MESH:D009759,1
C092292,MESH:D006948,1
C506658,MESH:D009765,1
D006852,MESH:D004487,1
D008727,MESH:D005234,1
D014700,MESH:D013575,1
C434926,MESH:D007417,1
C487484,MESH:D014355,1
D000897,MESH:D018177,0
C412852,MESH:D002779,1
C526712,MESH:D065630,0
D017964,MESH:D007239,1
D004054,MESH:D005313,1
C040048,MESH:D004487,1
D001379,MESH:D010391,1
D000077185,MESH:D012852,1
D018906,MESH:D018270,0
C501365,MESH:D015459,0
C541917,MESH:D006102,0
D010725,MESH:D006943,1
D015031,MESH:D003866,1
C530394,MESH:D008223,0
D000068677,MESH:D012877,1
C058295,MESH:D017118,0
C006153,MESH:D010009,0
C013592,MESH:D005354,1
D001545,MESH:C537171,0
C006452,MESH:D014456,1
D007548,MESH:D006929,0
C055734,MESH:D013964,0
C570543,MESH:D014397,0
C078007,MESH:D003872,1
C000604237,MESH:D012141,1
C430592,MESH:D008577,0
D026423,MESH:D006977,0
D014002,MESH:D020821,0
D001629,MESH:D006949,1
D004610,MESH:D006331,1
D004110,MESH:D007511,1
D009583,MESH:D009362,1
D003620,MESH:D009207,1
C011246,MESH:D012128,0
D010936,MESH:D003876,1
C571806,MESH:D064129,1
C544967,MESH:D015470,1
C062766,MESH:D003925,1
D014499,MESH:D009021,0
C111554,MESH:D011654,0
C511292,MESH:D004412,1
D008095,MESH:D009135,1
C008288,MESH:D006323,1
D009266,MESH:D048949,1
C060921,MESH:D005334,1
D020105,MESH:D000686,1
C522973,MESH:D007383,0
D007665,MESH:C537844,0
C095104,MESH:D008325,1
C076178,MESH:D013276,1
D000077734,MESH:D000881,0
D003687,MESH:D011201,0
C523952,MESH:D012891,0
D002110,MESH:D017114,1
D009539,MESH:D001768,0
C099555,MESH:D017454,0
D004280,MESH:D018754,1
D001241,MESH:D018771,1
D015242,MESH:D014552,1
C568862,MESH:D008113,1
D012977,MESH:D003248,0
C495419,MESH:D058186,1
C558286,MESH:D009357,0
D010936,MESH:D004827,1
D013989,MESH:D011001,0
C006308,MESH:C536082,0
C092337,MESH:D006111,0
C464538,MESH:D007859,1
C527525,MESH:D008844,0
D019257,MESH:D065631,1
D015662,MESH:D018805,1
C024808,MESH:D056486,1
C000589288,MESH:D017714,0
D000077185,MESH:D002545,1
D013467,MESH:D000230,1
C000628397,MESH:D000784,0
C045365,MESH:D003048,0
C109641,MESH:D014607,0
D000538,MESH:D015861,0
D012436,MESH:D007037,1
C087551,MESH:D008109,0
D004061,MESH:D011832,0
D006886,MESH:D003882,1
C029755,MESH:D006130,0
C543146,MESH:D007859,1
C000595064,MESH:D018276,0
D008696,MESH:D005199,1
D000305,MESH:D005922,1
C477001,MESH:D001254,0
C010513,MESH:D001996,0
C060284,MESH:D055613,0
C064357,MESH:D054556,0
C097008,MESH:D002972,0
D008383,MESH:D001929,0
C018145,MESH:D006980,0
C503643,MESH:D010033,0
D008558,MESH:D005910,1
C066892,MESH:D000141,0
D000111,MESH:D009361,1
C477185,MESH:D020821,0
D009643,MESH:D011552,1
C538779,MESH:D018233,0
C065299,MESH:D006470,1
C522118,MESH:D014890,0
C015019,MESH:D006478,0
C468130,MESH:D006930,1
D019328,MESH:D009374,1
C063261,MESH:D015428,0
D011395,MESH:D006939,1
D003520,MESH:D008113,1
C075773,MESH:D015427,1
D007069,MESH:C535700,1
D000111,MESH:D015834,1
C074702,MESH:D001424,1
C413879,MESH:D006963,0
C017700,MESH:D014474,0
D015760,MESH:D010149,1
D002945,MESH:D006463,1
C105311,MESH:D014355,0
D054872,MESH:D004678,0
D000662,MESH:D009290,1
D047311,MESH:D009202,1
C060344,MESH:D008947,0
D000068677,MESH:D008569,1
D009534,MESH:D015490,1
D007665,MESH:D003424,0
C026535,MESH:D004211,0
D012395,MESH:D002283,0
D012964,MESH:D004932,0
C079694,MESH:D018188,0
D010936,MESH:D011125,1
D009566,MESH:D017202,1
C107601,MESH:D000647,1
D010111,MESH:D060825,0
C517091,MESH:D006685,0
D008911,MESH:D019970,1
D005938,MESH:D009101,1
D017409,MESH:D010149,1
C005709,MESH:D015466,0
D009607,MESH:D054218,0
D012964,MESH:D000072657,0
D000077149,MESH:D000860,1
D002066,MESH:D008527,1
C506830,MESH:D051346,0
C539199,MESH:D012178,0
D002186,MESH:D009437,1
C004479,MESH:D007410,1
C569751,MESH:D000437,1
D000077152,MESH:D019970,1
D009525,MESH:D002318,1
D002119,MESH:D010024,1
C005095,MESH:D008708,0
C419410,MESH:D054198,1
C479580,MESH:D006470,1
D006493,MESH:D013924,1
C031291,MESH:D012131,0
D010726,MESH:D011125,0
C507582,MESH:D019955,0
C093787,MESH:D058866,0
D008041,MESH:D065626,0
C408042,MESH:D020083,0
C008493,MESH:D000881,0
D004492,MESH:C548016,1
C052853,MESH:D009440,0
D017239,MESH:D008175,1
C018021,MESH:D018276,0
C034856,MESH:D011695,0
D003900,MESH:D010319,0
D017693,MESH:D000138,1
C511537,MESH:D011843,0
C482884,MESH:D013612,0
D001084,MESH:D006562,1
C477638,MESH:D051436,0
C401293,MESH:D018589,0
C004651,MESH:D007177,0
C093875,MESH:D013276,1
C068073,MESH:D010939,0
D013307,MESH:D020306,1
D045542,MESH:D010302,1
D000166,MESH:D010182,0
D000073738,MESH:D003921,1
C561310,MESH:D005536,1
C041836,MESH:D012554,0
C519845,MESH:C536914,0
C405142,MESH:D052801,0
C059835,MESH:D005401,0
D000975,MESH:D018487,1
D017334,MESH:D016470,1
D011090,MESH:D018159,0
D000077585,MESH:D001927,0
C000626046,MESH:D012120,1
C006358,MESH:D011293,0
C016766,MESH:D056486,1
D012293,MESH:D014202,1
D009270,MESH:D009207,1
D019821,MESH:D001745,1
C119737,MESH:D019584,1
D000077154,MESH:D003920,1
D003345,MESH:D007022,1
D003975,MESH:D013616,1
C103505,MESH:D009765,1
C531033,MESH:D010146,1
C400080,MESH:D005533,0
C024989,MESH:D004487,1
D020117,MESH:D016770,0
C055163,MESH:D020820,1
D004098,MESH:D011041,1
D015118,MESH:D015817,0
C006457,MESH:C537700,0
C117408,MESH:D016137,0
D012428,MESH:D013345,0
D059808,MESH:D002294,1
C095285,MESH:D012206,0
C500026,MESH:D014006,0
C084773,MESH:D016180,0
D013308,MESH:D060050,0
D013759,MESH:D006943,1
C085665,MESH:D004761,0
D010396,MESH:D001171,1
D007612,MESH:D018921,0
D028321,MESH:D019970,1
C540157,MESH:D013575,0
D017829,MESH:D011561,0
D016316,MESH:D009336,0
D002125,MESH:C535306,0
D017239,MESH:D006528,1
D002117,MESH:D012080,1
D000077591,MESH:D065626,1
C532162,MESH:D002598,0
C030517,MESH:D002915,0
D001688,MESH:D005355,1
C100708,MESH:D013224,0
C514526,MESH:D003876,0
D008787,MESH:D006948,1
D054709,MESH:D009069,1
D019386,MESH:D007249,1
C000599186,MESH:D009202,0
C487637,MESH:D008586,1
D000069470,MESH:D018196,0
D013655,MESH:D000022,0
C104564,MESH:D057215,0
D006034,MESH:D006470,1
D014293,MESH:D012640,1
D007213,MESH:D003110,1
D009529,MESH:D002545,1
D013407,MESH:D005884,0
D005466,MESH:D009347,0
D013806,MESH:D012133,1
D017298,MESH:D002546,1
C089586,MESH:D017129,0
D019207,MESH:D006987,0
D003474,MESH:D011507,1
C079694,MESH:D048949,0
D008939,MESH:D018268,1
D002443,MESH:D019966,1
D014282,MESH:D018476,1
C529637,MESH:D009395,0
D018836,MESH:D005313,1
C035054,MESH:D020294,0
C521776,MESH:D004381,1
D008616,MESH:D002037,0
D011188,MESH:D064420,1
D014580,MESH:D005355,1
D010425,MESH:D006973,1
D003911,MESH:D012174,0
D000068900,MESH:D015658,0
C569115,MESH:D016097,0
C093230,MESH:D065631,1
C000588695,MESH:C536404,0
C482378,MESH:D006562,0
C499148,MESH:D065646,0
C006249,MESH:D052018,0
C025145,MESH:D019969,1
D003520,MESH:D011471,1
D000077769,MESH:D008010,0
D003907,MESH:D003551,1
C496822,MESH:D009205,0
C033020,MESH:D012640,1
C539549,MESH:D000257,0
C556295,MESH:D018487,1
D007741,MESH:D017180,1
D045167,MESH:D004417,0
D013974,MESH:D006937,1
C009830,MESH:D054559,0
D017336,MESH:D006967,1
D013752,MESH:D006965,1
C074544,MESH:D004487,1
C065784,MESH:D001480,0
D010396,MESH:D015043,0
D008727,MESH:D016403,1
D000077213,MESH:D012640,1
C000624697,MESH:D007775,0
D020123,MESH:D064726,1
D010546,MESH:D009325,1
C113661,MESH:D009494,0
D009020,MESH:D012585,1
D004206,MESH:D001281,1
C009166,MESH:C538421,0
C561619,MESH:D013547,0
C513234,MESH:D006968,1
D020123,MESH:D010300,1
C120719,MESH:D008659,0
D014640,MESH:D001284,1
D000068581,MESH:D003866,1
D004967,MESH:D009422,1
C014606,MESH:D008175,1
C079703,MESH:D004827,1
C007761,MESH:D002538,0
C561228,MESH:D011660,0
C085514,MESH:D048629,1
C094210,MESH:D015529,0
D016685,MESH:D001749,1
C465279,MESH:D003550,1
C573944,MESH:D009410,1
D000077185,MESH:D002471,1
C065161,MESH:D014987,0
C416023,MESH:C562730,0
D005578,MESH:C535803,0
C118218,MESH:D019970,1
D000077237,MESH:D012516,1
C099015,MESH:D050177,0
D008733,MESH:D048949,1
C115124,MESH:D009421,0
D010852,MESH:D004832,1
D003474,MESH:D020567,1
C027513,MESH:D007174,1
C012066,MESH:D009421,0
C028610,MESH:D000236,0
C018145,MESH:D005667,0
C525002,MESH:D017380,0
D003561,MESH:D015451,1
D044243,MESH:D007333,1
D015378,MESH:D016863,1
C111646,MESH:D014125,0
D024482,MESH:D001778,1
D013974,MESH:D058186,1
D010936,MESH:D013375,1
D013747,MESH:D006948,1
C531198,MESH:D010051,1
C058049,MESH:D043183,0
D010099,MESH:D014103,0
D020849,MESH:D002311,0
C000589878,MESH:D003333,0
C045313,MESH:D009336,1
D010938,MESH:D006984,1
D001597,MESH:D000080424,0
D006072,MESH:D003731,0
D017328,MESH:D006973,1
C036593,MESH:D009369,0
C553968,MESH:D014396,0
C519816,MESH:D008569,1
D061965,MESH:D009361,1
C506615,MESH:D008193,0
D015242,MESH:D014394,1
D020849,MESH:D002295,1
D013444,MESH:D015456,0
D014747,MESH:D004407,1
D004655,MESH:D013207,0
C087670,MESH:D008850,0
C093973,MESH:D019969,0
D000077547,MESH:D004066,0
D011801,MESH:D011469,0
C011651,MESH:D009120,0
D005938,MESH:D011657,1
C539236,MESH:D019970,0
D008874,MESH:D008569,1
C080955,MESH:D010236,0
D013662,MESH:D056486,1
C499366,MESH:D014901,1
D010406,MESH:D016470,1
D013792,MESH:D008114,1
D010672,MESH:D004831,1
D000069059,MESH:D012080,0
C015568,MESH:D011225,1
D004095,MESH:D020795,0
D019329,MESH:D015878,1
C032939,MESH:D020774,0
C514869,MESH:D003874,0
D011239,MESH:D006930,1
D005978,MESH:D009069,1
C006820,MESH:D001714,1
C107831,MESH:D059327,0
D007559,MESH:D009396,0
C045855,MESH:D008881,1
D012694,MESH:D009410,1
D004809,MESH:D011658,1
C036871,MESH:D010031,0
C436526,MESH:D019636,1
C019012,MESH:D011658,1
C000599896,MESH:D013547,0
D002439,MESH:D018410,1
D011794,MESH:D015431,1
D007488,MESH:D014652,0
D004318,MESH:D005402,1
D002217,MESH:D009902,0
D013874,MESH:D007022,1
C527855,MESH:D005756,1
D014633,MESH:D006952,0
C534193,MESH:D018213,0
D000082,MESH:D020751,1
D005419,MESH:D010024,1
D000894,MESH:D009798,1
D001581,MESH:D006526,1
C411103,MESH:D065306,0
D005839,MESH:D017719,1
C086539,MESH:D012516,0
C000614591,MESH:D010534,0
C121345,MESH:D065631,1
D010394,MESH:D014008,0
C048081,MESH:D012021,0
C052785,MESH:D005764,1
C120040,MESH:D016609,0
C060921,MESH:D016489,0
C057446,MESH:D008924,0
C070571,MESH:D009362,1
D006427,MESH:D015352,0
C401121,MESH:D007794,0
C012043,MESH:D008582,0
D011796,MESH:D013375,1
C059451,MESH:C537150,0
C050950,MESH:D021441,0
C089750,MESH:D016603,0
D000929,MESH:D009232,0
D011433,MESH:D001039,1
D004110,MESH:D019557,0
C025292,MESH:D015658,0
C434926,MESH:D065626,1
C572332,MESH:D002575,0
C057710,MESH:D020152,0
C036871,MESH:D014397,0
C001277,MESH:D007819,0
D003907,MESH:D010190,1
D015103,MESH:D014883,0
D014237,MESH:D020802,0
D019832,MESH:D045826,0
D009529,MESH:D006984,1
D014807,MESH:D018908,1
D003533,MESH:D011537,1
C406305,MESH:D008881,1
C117948,MESH:D010243,1
D001688,MESH:D011507,1
C041648,MESH:D002311,1
C571443,MESH:D013285,0
D014747,MESH:D013736,1
C022944,MESH:D008106,0
D012643,MESH:D000072660,1
C060299,MESH:D009362,1
C410523,MESH:D009196,0
D005045,MESH:D001063,0
D010431,MESH:D000754,1
C583221,MESH:D014832,0
D000305,MESH:D013700,1
C481161,MESH:D009765,1
D009254,MESH:D002056,0
D000068677,MESH:D001145,1
C523799,MESH:D054218,1
D000111,MESH:D011507,1
C043438,MESH:D002764,0
C016568,MESH:D015674,1
C047331,MESH:D016393,0
C000589733,MESH:D008103,1
C016767,MESH:D005148,0
C000605449,MESH:D013978,0
C000590786,MESH:D001932,1
D009270,MESH:D064420,1
D054709,MESH:D058267,0
C483824,MESH:D012983,0
D007538,MESH:D014399,1
C030691,MESH:C538007,0
C003402,MESH:D020961,0
C082887,MESH:D006973,1
D024841,MESH:D018088,1
D000077144,MESH:D013920,1
C480833,MESH:D012811,1
C470200,MESH:D019970,1
D014266,MESH:D008654,1
C043482,MESH:D049912,0
C111599,MESH:D002545,1
C019286,MESH:D005871,0
D002217,MESH:D018792,0
C030578,MESH:D006831,0
C058346,MESH:D014948,0
C109078,MESH:C535393,0
D001761,MESH:D007822,1
C003466,MESH:D005234,1
C036837,MESH:D015179,0
D000077723,MESH:D013203,1
D002220,MESH:D003866,1
C031662,MESH:D006528,1
C556282,MESH:D020567,0
D003374,MESH:D018184,0
C025164,MESH:D011843,0
C005274,MESH:D006529,1
C409982,MESH:D049950,0
D004155,MESH:D005155,1
D015032,MESH:D009202,1
C071351,MESH:D020270,0
C057906,MESH:D003711,0
D014266,MESH:D014948,0
C035838,MESH:D013923,1
C000711471,MESH:D002169,0
D014260,MESH:D003329,0
D019345,MESH:D004195,1
D000077526,MESH:D002375,1
C442781,MESH:D001764,0
D007099,MESH:D000379,1
C065762,MESH:D002283,0
C030371,MESH:D018376,1
C095764,MESH:D007938,1
D008353,MESH:D017202,1
C052659,MESH:D006333,0
D018119,MESH:D000386,1
D004316,MESH:D003866,1
C074469,MESH:D015428,0
D000639,MESH:D001416,1
D007656,MESH:D013120,0
C100697,MESH:D053158,0
C086509,MESH:D054559,0
D003496,MESH:D009127,0
D017374,MESH:D007035,1
D000074322,MESH:D006930,0
C474071,MESH:D003866,1
C548780,MESH:D004769,0
C471268,MESH:D005902,0
C061181,MESH:D050031,0
D014284,MESH:D006529,1
C411764,MESH:C537156,0
D010118,MESH:D001996,1
C410803,MESH:D006484,0
D005054,MESH:D006930,1
D005840,MESH:D008545,1
C044361,MESH:D009164,0
D014805,MESH:D013553,0
D000111,MESH:D003554,0
D000111,MESH:D007249,1
D018755,MESH:D007911,0
C096118,MESH:D009361,1
C008299,MESH:D006963,0
D004110,MESH:D001281,1
C042349,MESH:D006192,0
C058081,MESH:D019970,1
C574057,MESH:D064806,0
C052785,MESH:D010319,0
C508955,MESH:D020300,0
D008728,MESH:D000419,0
D000077340,MESH:D002471,1
D064747,MESH:D006551,1
D000638,MESH:D009205,1
D004656,MESH:D056486,1
D017878,MESH:D003244,0
C561695,MESH:D010051,1
C518176,MESH:D018239,0
C011462,MESH:D015658,0
C101207,MESH:D010998,0
C521776,MESH:D014949,0
D010975,MESH:D001927,1
D020748,MESH:D017379,1
C066998,MESH:D003920,0
C570842,MESH:D014592,0
D010718,MESH:D020754,0
